name,n,m,converged,iters,relres,wpe,setup_s,solve_s,status
FlowIPM22__uni_chimera_i1.mtx,100000,500296,1,13,4.675432583161999e-9,322.10957513152215,0.24895675,0.130784958,ok
FlowIPM22__uni_chimera_i3.mtx,100000,199848,1,17,6.8103251639946995e-9,599.5181237740683,0.095860084,0.1383055,ok
FlowIPM22__uni_chimera_i4.mtx,100000,357218,1,21,7.079680036791275e-9,529.3840288003404,0.195264958,0.165198708,ok
FlowIPM22__uni_chimera_i5.mtx,100000,199991,1,11,9.653942615883477e-9,648.8922501512568,0.219570875,0.108208333,ok
Fluorem__DK01R.mtx,644,4848,1,10,1.7664550946457987e-9,116.33250825082509,0.00065875,0.000293625,ok
Fluorem__GT01R.mtx,7980,210695,1,11,2.2346101094987656e-9,116.26978333610195,0.025744583,0.00942225,ok
Fluorem__PR02R.mtx,160757,4010896,1,11,5.0499027469007314e-9,125.69434635054112,0.270884417,0.204481958,ok
FreeFieldTechnologies__mono_500Hz.mtx,169409,2432193,1,13,9.285828917132224e-9,144.9795419195763,0.575717,0.195143375,ok
Freescale__transient.mtx,178830,391313,1,14,6.2820580171351455e-9,258.4373532185233,0.160725417,0.083086625,ok
GHS_indef__a0nsdsil.mtx,80016,155013,1,10,9.714522080304746e-9,258.05384064562327,0.029575667,0.030059041,ok
GHS_indef__a2nnsnsl.mtx,80016,151107,1,12,1.5555751310855173e-9,306.1961126883599,0.063103417,0.035357875,ok
GHS_indef__a5esindl.mtx,60008,110000,1,11,5.012391327356675e-10,276.9332,0.020512042,0.023606084,ok
GHS_indef__aug2d.mtx,29008,38416,1,20,5.366335198430841e-9,619.2336526447314,0.011211709,0.01674925,ok
GHS_indef__aug2dc.mtx,30200,40000,1,20,5.079628300569129e-9,617.724,0.011261125,0.017339375,ok
GHS_indef__aug3d.mtx,24300,34992,1,11,8.157913726375279e-9,388.39003200731594,0.014945083,0.009359417,ok
GHS_indef__aug3dcqp.mtx,35536,50280,1,12,7.999404102410628e-9,409.3236276849642,0.049692125,0.01440175,ok
GHS_indef__blockqp1.mtx,60012,300011,1,5,2.6534041272073067e-15,57.00522647502925,0.015441333,0.009748125,ok
GHS_indef__bloweya.mtx,30004,70004,1,8,7.659057359233323e-9,163.42974687160734,0.013047125,0.009742208,ok
GHS_indef__bloweybl.mtx,30002,49999,1,11,1.2990600464052346e-9,215.5994719894398,0.007621542,0.010465708,ok
GHS_indef__bloweybq.mtx,10001,19999,1,17,7.116116121471538e-9,366.22126106305313,0.003411125,0.007688541,ok
GHS_indef__bmw3_2.mtx,227362,5530634,0,0,0,0,0,0,skip(size)
GHS_indef__boyd1.mtx,93279,558985,1,8,1.0979583249251595e-9,89.35127776237287,0.067794375,0.032987666,ok
GHS_indef__boyd2.mtx,466316,610306,1,8,4.520836807699533e-9,250.09020393048732,0.186135916,0.14579875,ok
GHS_indef__brainpc2.mtx,27606,82794,1,8,1.3343242630795152e-9,170.6929487644032,0.009166,0.010167541,ok
GHS_indef__bratu3d.mtx,27508,85169,1,16,5.2701001999187004e-9,372.0666439667015,0.018989084,0.019907875,ok
GHS_indef__c-55.mtx,32780,185335,1,22,7.9862267682789e-9,382.1719373027221,0.070819958,0.048585042,ok
GHS_indef__c-58.mtx,37589,257475,1,22,7.074910949131393e-9,322.5336285076221,0.041924792,0.048908542,ok
GHS_indef__c-59.mtx,41282,219627,1,32,8.544348445251798e-9,582.5807573750039,0.036910958,0.088972708,ok
GHS_indef__c-62ghs.mtx,41727,258802,1,23,9.051616214473186e-9,367.61314441155787,0.035739042,0.063004666,ok
GHS_indef__c-63.mtx,44234,195235,1,30,9.504085589636652e-9,595.3213307040234,0.029774917,0.085600208,ok
GHS_indef__c-68.mtx,64800,250588,1,34,7.690127318934234e-9,803.2717767810111,0.079151458,0.158776292,ok
GHS_indef__c-69.mtx,67402,278200,1,35,7.736863152279378e-9,745.8328900071891,0.078372958,0.155897834,ok
GHS_indef__c-70.mtx,68924,295031,1,34,8.678493202970052e-9,706.8571777203074,0.079753042,0.155202167,ok
GHS_indef__c-71.mtx,76604,391424,1,25,6.001434875640831e-9,461.5638029349248,0.096756375,0.129951042,ok
GHS_indef__c-72.mtx,84052,311735,1,35,8.709122964206993e-9,755.9328596403997,0.057193458,0.180025,ok
GHS_indef__cont-201.mtx,80595,199199,1,18,6.701998644791749e-9,380.86664089679164,0.045366791,0.049628,ok
GHS_indef__cont-300.mtx,180895,448799,1,18,5.566269741757759e-9,377.26275236798654,0.098536,0.110963334,ok
GHS_indef__copter2.mtx,55476,352238,1,13,9.941240917527494e-9,192.69656879723368,0.081948417,0.050883916,ok
GHS_indef__cvxqp3.mtx,17500,52481,1,12,8.822687497383046e-9,332.158609782588,0.014977833,0.009753625,ok
GHS_indef__d_pretok.mtx,182730,756256,1,14,7.229133721931132e-9,252.75785448313798,0.854695708,0.130088833,ok
GHS_indef__darcy003.mtx,388955,931719,1,15,4.8573425281973886e-9,354.1942635064864,0.329696916,0.382678875,ok
GHS_indef__dawson5.mtx,20227,211098,1,13,4.1066830117293465e-9,157.9542061033264,0.063363208,0.016332417,ok
GHS_indef__dixmaanl.mtx,60000,119999,1,12,8.416397154165796e-9,254.27511895932466,0.021881709,0.028308875,ok
GHS_indef__dtoc.mtx,24993,34986,1,18,8.186716202187699e-9,740.190190361859,0.01454575,0.021314166,ok
GHS_indef__exdata_1.mtx,6001,1131750,1,35,2.0009942720362957e-9,353.88595096090125,1.021430917,0.114386333,ok
GHS_indef__helm2d03.mtx,392257,1174839,1,17,4.059853528858909e-9,337.9542073424529,0.388270042,0.277284,ok
GHS_indef__helm3d01.mtx,32226,198109,1,13,7.295342930779637e-9,190.3004608574068,0.040410791,0.030151625,ok
GHS_indef__k1_san.mtx,67758,256410,1,14,5.198130275133536e-9,256.9523341523342,0.232025375,0.048215416,ok
GHS_indef__laser.mtx,3002,4000,1,12,2.1992465365399735e-9,424.104,0.001070791,0.001512875,ok
GHS_indef__linverse.mtx,11999,41989,1,17,7.023007649020638e-9,243.0142894567625,0.004018583,0.007873083,ok
GHS_indef__mario001.mtx,38123,90891,1,15,4.8958487661853994e-9,346.05918077697464,0.065217708,0.0258825,ok
GHS_indef__mario002.mtx,388955,931719,1,15,4.8573425281973886e-9,354.1942635064864,0.358535792,0.345838375,ok
GHS_indef__ncvxbqp1.mtx,40000,120000,1,15,6.415636167816742e-9,304.71575,0.035243333,0.024561167,ok
GHS_indef__ncvxqp1.mtx,12111,33426,1,13,3.72545947921923e-9,385.34736432717045,0.010385417,0.007375458,ok
GHS_indef__ncvxqp3.mtx,75000,224982,1,13,7.464852995407977e-9,367.6926420780329,0.10504225,0.052819667,ok
GHS_indef__ncvxqp5.mtx,62500,187483,1,14,4.777884248606855e-9,358.1019932473878,0.056777084,0.043440375,ok
GHS_indef__ncvxqp7.mtx,87500,262481,1,13,3.115158572864751e-9,370.28799798842584,0.110430875,0.062149584,ok
GHS_indef__ncvxqp9.mtx,16000,22493,1,11,9.4280103417567e-9,421.7382296714533,0.005807042,0.006157166,ok
GHS_indef__olesnik0.mtx,88263,341593,1,15,3.4090831138594944e-9,268.6701279007474,433.479140375,0.071606583,ok
GHS_indef__qpband.mtx,4,3,0,0,0,0,0,0,skip(size)
GHS_indef__sit100.mtx,10262,26952,1,15,5.344125764529525e-9,350.4307658058771,0.048861792,0.006160458,ok
GHS_indef__sparsine.mtx,50000,749494,1,10,8.378906519375839e-9,134.80967159176726,0.197616458,0.055645209,ok
GHS_indef__spmsrtls.mtx,29995,99976,1,15,9.598534968457551e-9,234.04252020484915,0.011267125,0.019252708,ok
GHS_indef__stokes128.mtx,49666,262656,1,14,6.194134569688528e-9,213.1946881091618,0.033406583,0.03220125,ok
GHS_indef__stokes64.mtx,12546,65792,1,15,6.16086819202838e-9,230.91910870622567,0.008082958,0.008800333,ok
GHS_indef__stokes64s.mtx,12546,65792,1,15,6.16086819202838e-9,230.91910870622567,0.007982291,0.008735625,ok
GHS_indef__tuma1.mtx,22967,37200,1,13,8.373029642874274e-9,387.20674731182794,0.008934375,0.010323167,ok
GHS_indef__tuma2.mtx,12992,20925,1,13,9.911373265092707e-9,384.1240621266428,0.009327542,0.005692208,ok
GHS_indef__turon_m.mtx,189924,778531,1,14,5.994922296452794e-9,250.23774262039663,0.801965708,0.136920334,ok
GHS_psdef__apache1.mtx,80800,230692,1,14,6.4678794658055695e-9,307.7219322733341,0.124191292,0.048836667,ok
GHS_psdef__apache2.mtx,715176,2051347,1,14,9.721821743354976e-9,310.69771423362306,0.96503975,0.47397175,ok
GHS_psdef__bmw7st_1.mtx,141346,3588526,1,14,4.358752662605485e-9,174.9399079176241,0.245418125,0.259746333,ok
GHS_psdef__bmwcra_1.mtx,148770,5246416,0,0,0,0,0,0,skip(size)
GHS_psdef__copter1.mtx,17222,96921,1,12,3.0756558436866304e-9,225.2968087411397,0.012594666,0.012879667,ok
GHS_psdef__copter2.mtx,55476,352238,1,13,9.941240917527494e-9,192.69656879723368,0.112025041,0.050514709,ok
GHS_psdef__crankseg_1.mtx,52804,5280703,0,0,0,0,0,0,skip(size)
GHS_psdef__cvxbqp1.mtx,40000,120000,1,15,6.415636167816742e-9,304.71575,0.02761075,0.023180167,ok
GHS_psdef__finance256.mtx,37376,130560,1,12,5.573131108252125e-9,240.44926470588234,0.063992042,0.018927125,ok
GHS_psdef__ford1.mtx,18728,41424,1,15,6.83611153276645e-9,367.2798377752028,0.009575041,0.013026334,ok
GHS_psdef__ford2.mtx,100196,222246,1,14,7.233385450591327e-9,364.1166635170037,0.0900535,0.086330334,ok
GHS_psdef__gridgena.mtx,48962,231561,1,13,6.579585646437964e-9,198.9297938772073,0.037606833,0.029319292,ok
GHS_psdef__hood.mtx,210635,4837440,1,12,4.50830612115631e-9,141.17827197856718,0.328882583,0.28734325,ok
GHS_psdef__jnlbrng1.mtx,40000,79600,1,11,3.4940790747999444e-9,285.11281407035176,0.015011,0.018062083,ok
GHS_psdef__minsurfo.mtx,40804,81408,1,12,2.660618965814348e-9,310.91391509433964,0.022473917,0.019841416,ok
GHS_psdef__obstclae.mtx,39996,78804,1,10,9.146730539837377e-9,263.4741891274555,0.020299125,0.016773833,ok
GHS_psdef__oilpan.mtx,56294,1037403,1,11,6.43791732856987e-9,124.88617827401694,0.08359375,0.054121875,ok
GHS_psdef__opt1.mtx,15449,957603,1,11,9.690332756650374e-9,111.67610481587882,0.115365958,0.037651958,ok
GHS_psdef__pds10.mtx,16558,66550,1,16,5.324096178828692e-9,321.05737039819684,0.01131625,0.011520625,ok
GHS_psdef__pwt.mtx,36463,144794,1,14,3.595861538970089e-9,271.11282235451745,0.032675583,0.02625,ok
GHS_psdef__ramage02.mtx,16830,1424761,1,10,7.354621267853952e-9,101.15905755421436,0.340772625,0.049011709,ok
GHS_psdef__s3dkq4m2.mtx,90449,2168638,1,10,6.026779915049183e-9,106.94737895397941,0.151750417,0.099801167,ok
GHS_psdef__s3dkt3m2.mtx,90449,1797887,1,12,8.227539526541618e-9,130.4441736327144,0.067448291,0.096650917,ok
GHS_psdef__srb1.mtx,54924,1453614,1,12,7.074596401635807e-9,130.20122260792755,0.088291208,0.071001209,ok
GHS_psdef__torsion1.mtx,39996,78804,1,10,9.146730539837377e-9,263.4741891274555,0.016545208,0.016857542,ok
GHS_psdef__vanbody.mtx,47072,1140992,1,12,4.885151689563608e-9,151.49200695535114,0.108990083,0.080254542,ok
GHS_psdef__wathen100.mtx,30401,220600,1,12,4.645515575855934e-9,177.02627379873073,0.023433875,0.021913917,ok
GHS_psdef__wathen120.mtx,36441,264660,1,12,4.705215257755313e-9,177.50700521423713,0.033621708,0.027292,ok
Gaertner__big.mtx,13209,39128,1,15,5.145587055641472e-9,294.8074269065631,0.009706,0.009075542,ok
Gaertner__nopoly.mtx,10774,30034,1,17,7.707637184598675e-9,321.91662782180197,0.007418541,0.008374833,ok
Gaertner__pesa.mtx,11738,33914,1,15,7.44862428390441e-9,292.35890782567674,0.006655583,0.007221042,ok
Garon__garon1.mtx,3175,40956,1,13,3.2582789537103126e-9,167.3313556011329,0.002703375,0.003380875,ok
Garon__garon2.mtx,13535,180573,1,13,6.27662533537734e-9,164.32606757377903,0.047328375,0.014008667,ok
Gleich__flickr.mtx,820878,4909892,0,0,0,0,0,0,skip(size)
Gleich__minnesota.mtx,2640,3302,1,17,6.907087388835439e-9,542.5687462144155,0.001342584,0.001491917,ok
Gleich__usroads-48.mtx,126146,161950,1,18,5.722833853986395e-9,588.4756282803335,0.098865208,0.14734875,ok
Gleich__usroads.mtx,126146,161950,1,18,5.722833853986395e-9,588.4756282803335,0.102463875,0.140174167,ok
Gleich__wb-cs-stanford.mtx,7008,17054,1,16,9.975059611405101e-9,347.57358977366016,0.004066,0.0043985,ok
Goodwin__Goodwin_010.mtx,1180,15472,1,11,5.650342335311374e-9,125.48474663908996,0.001635416,0.000805292,ok
Goodwin__Goodwin_013.mtx,1963,27013,1,11,4.14222680395373e-9,138.36349165216748,0.002003166,0.001661209,ok
Goodwin__Goodwin_017.mtx,3315,47248,1,11,5.650906979963181e-9,135.8370089739248,0.004718,0.00301675,ok
Goodwin__Goodwin_023.mtx,6003,88353,1,11,4.9116626766323136e-9,135.28669088768916,0.0109855,0.005626041,ok
Goodwin__Goodwin_030.mtx,10140,151835,1,11,4.406410576918154e-9,140.5409292982514,0.010984,0.010087709,ok
Goodwin__Goodwin_040.mtx,17920,273255,1,11,3.6236588162844325e-9,139.94167352838923,0.024423209,0.018265125,ok
Goodwin__Goodwin_054.mtx,32508,502169,1,11,4.317906710389854e-9,138.60329888941772,0.035343209,0.033018458,ok
Goodwin__Goodwin_071.mtx,56019,876770,1,11,3.4323826288464644e-9,143.66793914025342,0.100727,0.059809292,ok
Goodwin__Goodwin_095.mtx,100035,1573435,1,11,4.387381777317719e-9,140.76296828276986,0.144028625,0.09925825,ok
Goodwin__Goodwin_127.mtx,178435,2820223,1,11,4.42119944659808e-9,140.62944561476166,0.220395334,0.188747916,ok
Goodwin__goodwin.mtx,7320,170872,1,12,4.597610208584699e-9,126.33976309752329,0.008530541,0.008360084,ok
Goodwin__rim.mtx,22560,533324,1,11,5.342441997220468e-9,114.5994142397492,0.063752875,0.023565542,ok
Graham__graham1.mtx,9029,205171,1,12,2.5371172015794418e-9,141.3588665064751,0.023220292,0.011763291,ok
Grueninger__windtunnel_evap2d.mtx,8219,50838,1,13,7.186366405001089e-9,176.40318265864119,0.044267709,0.005234708,ok
Grueninger__windtunnel_evap3d.mtx,39880,435262,1,13,2.6977355469139005e-9,164.53081132743037,0.087845667,0.03563725,ok
Grund__b2_ss.mtx,941,1586,1,14,8.837377137466287e-9,362.4905422446406,0.000738,0.000403459,ok
Grund__b_dyn.mtx,941,1621,1,16,8.48879745507917e-9,418.3195558297347,0.000740959,0.000448333,ok
Grund__bayer01.mtx,55398,133679,1,14,3.2332583649658504e-9,396.8991988270409,0.069559709,0.036090458,ok
Grund__bayer02.mtx,13929,32456,1,15,3.943662683125624e-9,425.2404794182894,0.010562708,0.009232167,ok
Grund__bayer03.mtx,6329,14054,1,15,9.055005131896267e-9,394.6374697594991,0.002854625,0.003852042,ok
Grund__bayer04.mtx,19879,44227,0,0,0,0,0,0,solveerr
Grund__bayer05.mtx,2203,3737,1,14,6.793652553301773e-9,369.997859245384,0.000854459,0.001066625,ok
Grund__bayer06.mtx,1972,3508,1,14,3.852738541611741e-9,334.4675028506271,0.000825916,0.000885292,ok
Grund__bayer07.mtx,2195,3721,1,14,4.55701011771564e-9,371.6113947863478,0.000840334,0.001080291,ok
Grund__bayer08.mtx,1966,3488,1,13,8.616776147945054e-9,312.91685779816515,0.000835542,0.000805708,ok
Grund__bayer09.mtx,2579,5537,1,17,4.275979476835186e-9,450.378724941304,0.001642,0.001714458,ok
Grund__bayer10.mtx,5406,9588,1,19,8.616959676473988e-9,486.1843971631206,0.002450917,0.003512208,ok
Grund__d_dyn.mtx,85,120,0,0,0,0,0,0,skip(size)
Grund__d_dyn1.mtx,85,120,0,0,0,0,0,0,skip(size)
Grund__d_ss.mtx,53,98,0,0,0,0,0,0,skip(size)
Grund__meg1.mtx,2904,53221,1,201,1.3395218547584925e-8,2497.3308656357453,0.00677375,0.060359875,ok
Grund__meg4.mtx,2562,7553,1,10,3.0169361622269447e-9,137.24083145769893,0.00052775,0.000678875,ok
Grund__poli.mtx,1880,2057,1,16,7.354361012749293e-9,418.81575109382595,0.000904417,0.00080675,ok
Grund__poli3.mtx,7578,8665,1,17,4.300713296903853e-9,498.8249278707444,0.002527792,0.003835833,ok
Grund__poli4.mtx,26326,29656,1,18,6.151088648540007e-9,527.5597518208795,0.00956225,0.015559042,ok
Grund__poli_large.mtx,15571,16408,1,17,9.269748666666182e-9,410.2016699171136,0.003552958,0.006912125,ok
Gset__G1.mtx,800,19176,1,5,1.1618378215592681e-9,56.00750938673342,0.002057458,0.000449125,ok
Gset__G10.mtx,800,19176,1,5,9.111456345360255e-10,55.905819774718395,0.0028925,0.000427792,ok
Gset__G11.mtx,800,1600,1,11,6.770495624933803e-9,256.1625,0.000465958,0.000299459,ok
Gset__G12.mtx,800,1600,1,11,4.723599134439414e-9,255.75,0.000459875,0.00030975,ok
Gset__G13.mtx,800,1600,1,11,5.589630264523216e-9,252.78,0.000446917,0.000315333,ok
Gset__G14.mtx,800,4694,1,8,1.833860105582457e-9,135.2057946314444,0.001011,0.0003285,ok
Gset__G15.mtx,800,4661,1,8,1.1065270364292536e-9,135.0302510190946,0.000942041,0.000322667,ok
Gset__G16.mtx,800,4672,1,8,1.9581463493770238e-9,141.27397260273972,0.000977208,0.000366334,ok
Gset__G17.mtx,800,4667,1,8,2.683772432887236e-9,132.75166059567175,0.000936208,0.000337458,ok
Gset__G18.mtx,800,4694,1,8,1.833860105582457e-9,135.2057946314444,0.001023625,0.000329958,ok
Gset__G19.mtx,800,4661,1,8,1.1065270364292536e-9,135.0302510190946,0.000947875,0.000327166,ok
Gset__G2.mtx,800,19176,1,5,1.0113024586934078e-9,56.96964956195244,0.002383458,0.000528,ok
Gset__G20.mtx,800,4672,1,8,1.9581463493770238e-9,141.27397260273972,0.001015,0.000361333,ok
Gset__G21.mtx,800,4667,1,8,2.683772432887236e-9,132.75166059567175,0.000943375,0.000351667,ok
Gset__G22.mtx,2000,19990,1,6,1.4298387261193711e-9,108.8488244122061,0.003267917,0.001052916,ok
Gset__G23.mtx,2000,19990,1,6,1.4192776931205084e-9,112.58749374687343,0.003310417,0.00114375,ok
Gset__G24.mtx,2000,19990,1,6,1.4085417020928254e-9,107.43091545772886,0.003156709,0.001119041,ok
Gset__G25.mtx,2000,19990,1,6,1.3413716250040683e-9,109.68564282141071,0.00321925,0.001126083,ok
Gset__G26.mtx,2000,19990,1,6,1.2875600693077304e-9,112.53046523261631,0.0032795,0.001143209,ok
Gset__G27.mtx,2000,19990,1,6,1.4298387261193711e-9,108.8488244122061,0.003209875,0.0010535,ok
Gset__G28.mtx,2000,19990,1,6,1.4296343445658143e-9,108.37098549274637,0.0031985,0.001096,ok
Gset__G29.mtx,2000,19990,1,6,1.4085417020928254e-9,107.43091545772886,0.003140375,0.001089166,ok
Gset__G3.mtx,800,19176,1,5,1.093944015026144e-9,55.09230287859825,0.001988916,0.000445834,ok
Gset__G30.mtx,2000,19990,1,6,1.3413716250040683e-9,109.68564282141071,0.003185459,0.001113125,ok
Gset__G31.mtx,2000,19990,1,6,1.2875600693077304e-9,112.53046523261631,0.003221292,0.001138375,ok
Gset__G32.mtx,2000,4000,1,11,5.5345196090717554e-9,272.855,0.000726583,0.000871875,ok
Gset__G33.mtx,2000,4000,1,11,6.6093846841593e-9,271.92,0.000729709,0.000876625,ok
Gset__G34.mtx,2000,4000,1,11,5.4564603933825656e-9,274.89,0.000716958,0.00090225,ok
Gset__G35.mtx,2000,11778,1,8,2.4523613360845168e-9,144.69281711665818,0.004133916,0.000916292,ok
Gset__G36.mtx,2000,11766,1,8,2.043474542964197e-9,152.0775114737379,0.002893667,0.000949291,ok
Gset__G37.mtx,2000,11785,1,8,1.7206722250314636e-9,141.86576156130675,0.004207042,0.000905708,ok
Gset__G38.mtx,2000,11779,1,8,1.995627779951598e-9,144.27710331946685,0.005125042,0.000929042,ok
Gset__G39.mtx,2000,11778,1,8,2.4523613360845168e-9,144.69281711665818,0.004076541,0.000905417,ok
Gset__G4.mtx,800,19176,1,5,1.036962263392594e-9,56.75323320817689,0.002095875,0.00042775,ok
Gset__G40.mtx,2000,11766,1,8,2.043474542964197e-9,152.0775114737379,0.002892416,0.00090375,ok
Gset__G41.mtx,2000,11785,1,8,1.7206722250314636e-9,141.86576156130675,0.004164334,0.00091475,ok
Gset__G42.mtx,2000,11779,1,8,1.995627779951598e-9,144.27710331946685,0.004054917,0.000871167,ok
Gset__G43.mtx,1000,9990,1,6,1.5514478078057694e-9,93.73453453453453,0.001344042,0.00047925,ok
Gset__G44.mtx,1000,9990,1,6,1.1956780029762063e-9,89.02102102102103,0.001870375,0.000386,ok
Gset__G45.mtx,1000,9990,1,6,1.357432355310299e-9,94.69549549549549,0.001435292,0.000483167,ok
Gset__G46.mtx,1000,9990,1,6,1.3048892588076343e-9,92.90690690690691,0.00186275,0.000375875,ok
Gset__G47.mtx,1000,9990,1,6,1.3127626657019913e-9,95.14114114114115,0.0014395,0.000502875,ok
Gset__G48.mtx,3000,6000,1,11,4.851673064911572e-9,273.79,0.001201917,0.001371416,ok
Gset__G49.mtx,3000,6000,1,11,5.83918184102194e-9,270.6,0.001150834,0.001404083,ok
Gset__G5.mtx,800,19176,1,5,9.111456345360255e-10,55.905819774718395,0.002043166,0.000451792,ok
Gset__G50.mtx,3000,6000,1,11,5.841027144281933e-9,271.92,0.00201075,0.001389708,ok
Gset__G51.mtx,1000,5909,1,8,1.2783733149305077e-9,134.08698595363006,0.001326292,0.000405833,ok
Gset__G52.mtx,1000,5916,1,8,2.1857726154085496e-9,135.5131845841785,0.001375791,0.000409959,ok
Gset__G53.mtx,1000,5914,1,8,1.1470228442805276e-9,134.97193101115997,0.001322084,0.000410333,ok
Gset__G54.mtx,1000,5916,1,8,1.195376662923525e-9,138.23935091277892,0.001329916,0.000411625,ok
Gset__G55.mtx,4969,12498,1,11,3.917505219558678e-9,420.6905904944791,0.005317125,0.00331625,ok
Gset__G56.mtx,4969,12498,1,11,3.917505219558678e-9,420.6905904944791,0.005590458,0.003278875,ok
Gset__G57.mtx,5000,10000,1,11,6.205435010368609e-9,274.23,0.002137583,0.002301375,ok
Gset__G58.mtx,5000,29570,1,8,1.816436388070033e-9,155.23625295908016,0.026835167,0.002501541,ok
Gset__G59.mtx,5000,29570,1,8,1.816436388070033e-9,155.23625295908016,0.056980625,0.00257775,ok
Gset__G6.mtx,800,19176,1,5,1.1618378215592681e-9,56.00750938673342,0.002106917,0.00043425,ok
Gset__G60.mtx,6955,17147,1,12,2.466974891960755e-9,484.30745903073426,0.007142708,0.005367667,ok
Gset__G61.mtx,6955,17147,1,12,2.466974891960755e-9,484.30745903073426,0.007212167,0.005377958,ok
Gset__G62.mtx,7000,14000,1,11,5.561160901999757e-9,273.9,0.003025042,0.003232041,ok
Gset__G63.mtx,7000,41459,1,8,1.8153300761698582e-9,157.63544706818786,0.055960458,0.003657542,ok
Gset__G64.mtx,7000,41459,1,8,1.8153300761698582e-9,157.63544706818786,0.055443875,0.003643166,ok
Gset__G65.mtx,8000,16000,1,11,5.492764631385934e-9,285.945,0.002747,0.003911041,ok
Gset__G66.mtx,9000,18000,1,11,5.430839205899988e-9,283.80733333333336,0.003125709,0.004415375,ok
Gset__G67.mtx,10000,20000,1,11,5.279815686691732e-9,284.9022,0.003630959,0.004938375,ok
Gset__G7.mtx,800,19176,1,5,1.0113024586934078e-9,56.96964956195244,0.002184833,0.000430042,ok
Gset__G8.mtx,800,19176,1,5,1.093944015026144e-9,55.09230287859825,0.002017833,0.000446833,ok
Gset__G9.mtx,800,19176,1,5,1.036962263392594e-9,56.75323320817689,0.002101334,0.000427291,ok
Guettel__TEM152078.mtx,152078,3153624,1,13,2.980231295080239e-9,139.94840348754323,0.727345125,0.193364667,ok
Guettel__TEM181302.mtx,181302,3828854,1,13,3.3850784717243073e-9,139.7851054127423,0.919293792,0.253479583,ok
Guettel__TEM27623.mtx,27623,205923,1,13,4.139910378990099e-9,179.74643434681894,0.049794875,0.026348833,ok
Gupta__gupta1.mtx,31802,1066204,1,7,1.4994169841132292e-9,71.53593683760332,0.142603583,0.030728375,ok
Gupta__gupta2.mtx,62064,2093111,1,7,1.580563159807054e-9,71.56065970701029,0.228709875,0.05751425,ok
Gupta__gupta3.mtx,16783,4653322,1,7,6.741193258438807e-10,70.18937804003248,1.395350584,0.103210125,ok
HB__1138_bus.mtx,1138,1458,1,18,4.505548784579469e-9,495.65432098765433,0.000919583,0.000637959,ok
HB__494_bus.mtx,494,586,0,0,0,0,0,0,skip(size)
HB__662_bus.mtx,662,906,0,0,0,0,0,0,skip(size)
HB__685_bus.mtx,685,1282,1,14,8.353138307116883e-9,328.2792511700468,0.000462333,0.000347167,ok
HB__arc130.mtx,121,340,0,0,0,0,0,0,skip(size)
HB__ash292.mtx,292,958,0,0,0,0,0,0,skip(size)
HB__ash85.mtx,85,219,0,0,0,0,0,0,skip(size)
HB__bcspwr01.mtx,39,46,0,0,0,0,0,0,skip(size)
HB__bcspwr02.mtx,49,59,0,0,0,0,0,0,skip(size)
HB__bcspwr03.mtx,118,179,0,0,0,0,0,0,skip(size)
HB__bcspwr04.mtx,274,669,0,0,0,0,0,0,skip(size)
HB__bcspwr05.mtx,443,590,0,0,0,0,0,0,skip(size)
HB__bcspwr06.mtx,1454,1923,1,16,7.134890760994517e-9,442.10920436817474,0.001127917,0.000751583,ok
HB__bcspwr07.mtx,1612,2106,1,16,6.794868392557431e-9,435.7834757834758,0.001224625,0.000809666,ok
HB__bcspwr08.mtx,1624,2213,1,16,4.64065577267534e-9,442.83777677361047,0.001376,0.000826333,ok
HB__bcspwr09.mtx,1723,2394,1,16,4.845216091281896e-9,447.12447786132,0.001512625,0.000820084,ok
HB__bcspwr10.mtx,5300,8271,1,17,4.2847670261101655e-9,498.12815862652644,0.003215875,0.003110334,ok
HB__bcsstk01.mtx,48,176,0,0,0,0,0,0,skip(size)
HB__bcsstk02.mtx,66,2145,1,1,1.0980456309426996e-15,10.153846153846153,0.0001865,4.375e-6,ok
HB__bcsstk03.mtx,56,132,0,0,0,0,0,0,skip(size)
HB__bcsstk04.mtx,132,1758,1,7,4.820284194998347e-9,76.14789533560865,0.0001695,6.2375e-5,ok
HB__bcsstk05.mtx,153,1135,1,9,6.8317935203617695e-9,104.83612334801762,0.000156417,6.1125e-5,ok
HB__bcsstk06.mtx,420,3720,1,9,4.679432027554373e-9,105.0241935483871,0.000577,0.00020875,ok
HB__bcsstk07.mtx,420,3720,1,9,4.679432027554373e-9,105.0241935483871,0.000559083,0.000193958,ok
HB__bcsstk08.mtx,1071,5943,1,10,5.53013000902209e-9,129.84519602894161,0.004751375,0.000421584,ok
HB__bcsstk09.mtx,1083,8677,1,10,1.926721963531904e-9,136.13576120779072,0.001447916,0.000643583,ok
HB__bcsstk10.mtx,654,7336,1,10,2.481218076851713e-9,112.6608505997819,0.000622791,0.000358584,ok
HB__bcsstk11.mtx,1423,16342,1,10,4.195219822125764e-9,125.53604210011015,0.001085125,0.001026875,ok
HB__bcsstk12.mtx,1423,16342,1,10,4.195219822125764e-9,125.53604210011015,0.00105975,0.000949333,ok
HB__bcsstk13.mtx,2003,40940,1,10,5.832747662309807e-9,108.90009770395702,0.004251959,0.001929167,ok
HB__bcsstk14.mtx,1766,30824,1,10,5.2942752008836954e-9,119.92408512847132,0.00185575,0.001689208,ok
