name,n,m,converged,pcg_iters,setup_s,solve_s,status
Schenk_ISEI__nmos3.mtx,18588,73005,1,23,0.01218725,0.008738459,ok
Schenk_ISEI__ohne2.mtx,181343,2780250,1,15,1.639273834,0.184403292,ok
Schenk_ISEI__para-10.mtx,155918,645146,1,19,0.34123175,0.092098291,ok
Schenk_ISEI__para-5.mtx,155918,645146,1,19,0.321656375,0.081233542,ok
Schenk_ISEI__para-6.mtx,155918,645146,1,19,0.43149475,0.082250792,ok
Schenk_ISEI__para-7.mtx,155918,645146,1,19,0.3686965,0.082158416,ok
Schenk_ISEI__para-8.mtx,155918,645146,1,19,0.29332625,0.08041725,ok
Schenk_ISEI__para-9.mtx,155918,645146,1,19,0.270208792,0.172304333,ok
Schmid__thermal1.mtx,82406,245902,1,31,0.049154667,0.052589333,ok
Schmid__thermal2.mtx,1227087,3676134,1,39,1.094212833,1.613791375,ok
Shen__e40r0100.mtx,17281,295835,1,15,0.069357167,0.013330791,ok
Shen__shermanACa.mtx,3424,13471,1,11,0.001467084,0.00073725,ok
Shen__shermanACb.mtx,18375,85893,1,11,0.009571666,0.004941875,ok
Shen__shermanACd.mtx,6128,29572,1,11,0.00321525,0.001592041,ok
Shyy__shyy161.mtx,25600,50880,1,32,0.006478709,0.010609834,ok
Shyy__shyy41.mtx,1600,3120,1,24,0.00037775,0.000496083,ok
Simon__appu.mtx,14000,919552,1,11,1.076549625,0.071099792,ok
Simon__bbmat.mtx,38744,739497,1,16,0.23781925,0.042396208,ok
Simon__olafu.mtx,16146,499505,1,15,0.227636916,0.022455125,ok
Simon__raefsky1.mtx,3242,145066,1,12,0.057131541,0.005535,ok
Simon__raefsky2.mtx,3242,145161,1,12,0.130143792,0.005440792,ok
Simon__raefsky3.mtx,21200,733784,1,13,0.288015625,0.030702916,ok
Simon__raefsky4.mtx,19779,648505,1,13,0.191023458,0.030578834,ok
Simon__raefsky5.mtx,6316,79779,1,17,0.011402,0.0041025,ok
Simon__raefsky6.mtx,3299,61636,1,13,0.011722167,0.002696334,ok
Simon__venkat01.mtx,62424,827684,1,20,0.297263792,0.05366275,ok
Simon__venkat25.mtx,62424,827660,1,19,0.241986334,0.056020833,ok
Simon__venkat50.mtx,62424,827671,1,20,0.1730535,0.057783125,ok
Sorensen__Linux_call_graph.mtx,93280,114910,1,24,0.015232875,0.031684667,ok
Szczerba__Ill_Stokes.mtx,20896,87231,1,21,0.023048333,0.010638875,ok
TAMU_SmartGridCenter__ACTIVSg10K.mtx,20000,58787,1,25,0.017292625,0.007710125,ok
TAMU_SmartGridCenter__ACTIVSg2000.mtx,4000,12659,1,20,0.001477334,0.00113875,ok
TAMU_SmartGridCenter__ACTIVSg70K.mtx,69999,84314,1,24,0.103802125,0.021365333,ok
TKK__cbuckle.mtx,13681,331417,1,15,0.08955275,0.014899292,ok
TKK__cyl6.mtx,13681,350280,1,15,0.07869175,0.015311875,ok
TKK__engine.mtx,143571,2281251,1,17,0.807463375,0.135473834,ok
TKK__g3rmt3m3.mtx,5357,101169,1,15,0.016151583,0.0045085,ok
TKK__plbuckle.mtx,649,7537,1,15,0.000964791,0.000372542,ok
TKK__s4dkt3m2.mtx,90449,1831506,1,18,0.689297625,0.103982209,ok
TKK__smt.mtx,25710,1861936,1,12,0.713973083,0.07041375,ok
TKK__t2d_q4.mtx,9801,38612,1,26,0.022172875,0.004500667,ok
TKK__t2d_q9.mtx,9801,38612,1,26,0.004543084,0.004556333,ok
TKK__t520.mtx,5563,140389,1,14,0.028539917,0.005894459,ok
TKK__tube1.mtx,21498,437779,1,16,0.098812458,0.02047875,ok
TKK__tube2.mtx,21498,437779,1,16,0.14642775,0.022062333,ok
TOKAMAK__utm1700b.mtx,1690,9961,1,18,0.00122475,0.000650666,ok
TOKAMAK__utm300.mtx,299,1511,1,13,0.000181917,9.3875e-5,ok
TOKAMAK__utm3060.mtx,3050,19539,1,18,0.002578375,0.001485375,ok
TOKAMAK__utm5940.mtx,5931,38667,1,20,0.005519875,0.003504125,ok
TSOPF__TSOPF_FS_b162_c1.mtx,10797,302808,1,13,0.052492,0.01016225,ok
TSOPF__TSOPF_FS_b162_c3.mtx,30797,896688,1,12,0.192070666,0.024649709,ok
TSOPF__TSOPF_FS_b162_c4.mtx,40797,1193898,1,12,0.260109834,0.033573292,ok
TSOPF__TSOPF_FS_b300.mtx,29213,2196173,1,14,0.642400041,0.073511292,ok
TSOPF__TSOPF_FS_b300_c1.mtx,29213,2196173,1,14,0.642601583,0.073297583,ok
TSOPF__TSOPF_FS_b300_c2.mtx,56813,4376395,1,14,1.382722833,0.163034,ok
TSOPF__TSOPF_FS_b39_c19.mtx,76215,979241,1,13,0.41210025,0.035403459,ok
TSOPF__TSOPF_FS_b39_c30.mtx,120215,1545521,1,12,0.414536459,0.047634917,ok
TSOPF__TSOPF_FS_b39_c7.mtx,28215,361481,1,12,0.0652085,0.010921083,ok
TSOPF__TSOPF_FS_b9_c1.mtx,2453,12201,1,12,0.001198791,0.000485917,ok
TSOPF__TSOPF_FS_b9_c6.mtx,14453,72171,1,11,0.008977084,0.0031455,ok
TSOPF__TSOPF_RS_b162_c1.mtx,324,1374,1,15,0.000189666,0.000111,ok
TSOPF__TSOPF_RS_b162_c3.mtx,324,1374,1,15,0.000193541,0.00011125,ok
TSOPF__TSOPF_RS_b162_c4.mtx,324,1374,1,15,0.000194791,0.000107,ok
TSOPF__TSOPF_RS_b300_c1.mtx,600,2159,1,16,0.000284375,0.000163834,ok
TSOPF__TSOPF_RS_b300_c2.mtx,600,2159,1,16,0.00028325,0.000165833,ok
TSOPF__TSOPF_RS_b300_c3.mtx,600,2159,1,16,0.000305959,0.000166416,ok
TSOPF__TSOPF_RS_b39_c19.mtx,200,199,0,0,0,0,skip(size)
TSOPF__TSOPF_RS_b39_c30.mtx,200,199,0,0,0,0,skip(size)
TSOPF__TSOPF_RS_b39_c7.mtx,200,199,0,0,0,0,skip(size)
TSOPF__TSOPF_RS_b678_c1.mtx,1356,4749,1,17,0.000644625,0.000366292,ok
TSOPF__TSOPF_RS_b678_c2.mtx,1356,4749,1,17,0.000651708,0.00037125,ok
TSOPF__TSOPF_RS_b9_c6.mtx,400,399,0,0,0,0,skip(size)
Tromble__language.mtx,131126,284737,1,18,0.135450292,0.035993042,ok
UTEP__Dubcova1.mtx,16129,118440,1,20,0.024579834,0.010088917,ok
UTEP__Dubcova2.mtx,65025,482600,1,23,0.191460416,0.039267084,ok
UTEP__Dubcova3.mtx,146689,1744977,1,21,0.430172584,0.199447375,ok
Um__2cubes_sphere.mtx,101492,772886,1,19,0.347884333,0.079083166,ok
VDOL__dynamicSoaringProblem_1.mtx,647,2502,1,14,0.000296834,0.000164167,ok
VDOL__dynamicSoaringProblem_2.mtx,1591,7347,1,14,0.000851833,0.000387583,ok
VDOL__dynamicSoaringProblem_3.mtx,2871,15204,1,14,0.001831709,0.009792208,ok
VDOL__dynamicSoaringProblem_5.mtx,3271,17475,1,14,0.002067042,0.000864375,ok
VDOL__dynamicSoaringProblem_6.mtx,3431,17406,1,15,0.00206475,0.000977083,ok
VDOL__dynamicSoaringProblem_7.mtx,3511,17853,1,16,0.002101916,0.00105975,ok
VDOL__dynamicSoaringProblem_8.mtx,3543,18072,1,15,0.002151084,0.000986709,ok
VDOL__freeFlyingRobot_1.mtx,796,2384,1,16,0.000259875,0.000215083,ok
VDOL__freeFlyingRobot_10.mtx,5216,18475,1,17,0.001986459,0.001238375,ok
VDOL__freeFlyingRobot_11.mtx,5436,18396,1,17,0.00207175,0.001245375,ok
VDOL__freeFlyingRobot_12.mtx,5576,19297,1,17,0.002119834,0.001664958,ok
VDOL__freeFlyingRobot_13.mtx,5716,20282,1,17,0.002278292,0.001363542,ok
VDOL__freeFlyingRobot_14.mtx,5956,19862,1,18,0.002408125,0.001843542,ok
VDOL__freeFlyingRobot_15.mtx,6036,19878,1,17,0.002086917,0.001367084,ok
VDOL__freeFlyingRobot_16.mtx,6076,20180,1,17,0.002172208,0.001376833,ok
VDOL__freeFlyingRobot_2.mtx,1336,5399,1,17,0.000582875,0.000351625,ok
VDOL__freeFlyingRobot_3.mtx,1716,5946,1,17,0.000702667,0.000498084,ok
VDOL__freeFlyingRobot_4.mtx,2356,8402,1,17,0.000898208,0.000558583,ok
VDOL__freeFlyingRobot_5.mtx,2876,11428,1,17,0.001254625,0.000817167,ok
VDOL__freeFlyingRobot_6.mtx,3356,12508,1,18,0.00134925,0.000897333,ok
VDOL__freeFlyingRobot_7.mtx,3916,14348,1,18,0.001536875,0.001004667,ok
VDOL__freeFlyingRobot_8.mtx,4396,16160,1,17,0.001716375,0.001065666,ok
VDOL__freeFlyingRobot_9.mtx,4776,18549,1,17,0.00232575,0.001531458,ok
VDOL__goddardRocketProblem_1.mtx,831,4041,1,15,0.00036925,0.000213042,ok
VDOL__goddardRocketProblem_2.mtx,867,4312,1,13,0.0003845,0.000196209,ok
VDOL__hangGlider_1.mtx,360,1639,1,14,0.000161834,9.4458e-5,ok
VDOL__hangGlider_2.mtx,1647,6920,1,13,0.000618666,0.000316417,ok
VDOL__hangGlider_3.mtx,10260,43502,1,14,0.00486225,0.00242625,ok
VDOL__hangGlider_4.mtx,15561,70444,1,15,0.007467542,0.00520825,ok
VDOL__hangGlider_5.mtx,16011,73176,1,14,0.105301167,0.004817667,ok
VDOL__kineticBatchReactor_1.mtx,2048,9762,1,15,0.001032,0.000514166,ok
VDOL__kineticBatchReactor_2.mtx,4357,21279,1,14,0.002339667,0.001077875,ok
VDOL__kineticBatchReactor_3.mtx,5078,25280,1,14,0.00279175,0.001462083,ok
VDOL__kineticBatchReactor_4.mtx,7101,35577,1,14,0.003821666,0.001763458,ok
VDOL__kineticBatchReactor_5.mtx,7637,38386,1,14,0.006065959,0.002592792,ok
VDOL__kineticBatchReactor_6.mtx,7769,39218,1,14,0.005208709,0.002610416,ok
VDOL__kineticBatchReactor_7.mtx,7964,40171,1,14,0.005057584,0.00267475,ok
VDOL__kineticBatchReactor_8.mtx,8048,40492,1,15,0.00504775,0.002843459,ok
VDOL__kineticBatchReactor_9.mtx,8111,40970,1,15,0.012210042,0.002216667,ok
VDOL__lowThrust_1.mtx,558,2819,1,14,0.000321542,0.000156208,ok
VDOL__lowThrust_10.mtx,18260,105931,1,14,0.109979208,0.007050708,ok
VDOL__lowThrust_11.mtx,18368,106799,1,14,0.018516084,0.005853167,ok
VDOL__lowThrust_12.mtx,18458,107170,1,14,0.025788708,0.006788875,ok
VDOL__lowThrust_13.mtx,18476,107317,1,15,0.016963167,0.008064833,ok
VDOL__lowThrust_2.mtx,2312,12489,1,15,0.001401375,0.000625875,ok
VDOL__lowThrust_3.mtx,7064,38361,1,15,0.004384875,0.001915,ok
VDOL__lowThrust_4.mtx,13562,76707,1,15,0.010057542,0.004296292,ok
VDOL__lowThrust_5.mtx,16262,94668,1,16,0.01274,0.006780459,ok
VDOL__lowThrust_6.mtx,16928,98973,1,14,0.015130584,0.005001,ok
VDOL__lowThrust_7.mtx,17378,100954,1,14,0.017745709,0.0058545,ok
VDOL__lowThrust_8.mtx,17702,103306,1,14,0.016932208,0.005289208,ok
VDOL__lowThrust_9.mtx,18044,104783,1,15,0.018298042,0.006631709,ok
VDOL__orbitRaising_1.mtx,440,1332,1,16,0.000168916,0.000128125,ok
VDOL__orbitRaising_2.mtx,737,3061,1,17,0.000365167,0.000247583,ok
VDOL__orbitRaising_3.mtx,759,2841,1,17,0.000340916,0.000250959,ok
VDOL__orbitRaising_4.mtx,913,3645,1,16,0.000433791,0.000275917,ok
VDOL__reorientation_1.mtx,675,3464,1,13,0.000340667,0.000198917,ok
VDOL__reorientation_2.mtx,1542,8501,1,13,0.000879875,0.000385709,ok
VDOL__reorientation_3.mtx,2511,15344,1,13,0.0017135,0.000674917,ok
VDOL__reorientation_4.mtx,2715,16016,1,13,0.00191925,0.000736958,ok
VDOL__reorientation_5.mtx,2902,16941,1,13,0.001835792,0.000874166,ok
VDOL__reorientation_6.mtx,3004,17787,1,12,0.001951,0.00071475,ok
VDOL__reorientation_7.mtx,3055,17676,1,13,0.001934083,0.000754209,ok
VDOL__reorientation_8.mtx,3106,18033,1,13,0.001958875,0.0007785,ok
VDOL__spaceShuttleEntry_1.mtx,560,3286,1,12,0.000339166,0.000143917,ok
VDOL__spaceShuttleEntry_2.mtx,1428,11629,1,13,0.001615334,0.000460583,ok
VDOL__spaceShuttleEntry_3.mtx,1834,13855,1,13,0.001666208,0.000552209,ok
VDOL__spaceShuttleEntry_4.mtx,2450,19135,1,12,0.088157,0.0009125,ok
VDOL__spaceStation_1.mtx,95,436,0,0,0,0,skip(size)
VDOL__spaceStation_10.mtx,1268,8380,1,15,0.001175958,0.000479167,ok
VDOL__spaceStation_11.mtx,1360,9092,1,15,0.001279916,0.000491459,ok
VDOL__spaceStation_12.mtx,1406,9466,1,14,0.00132875,0.000493458,ok
VDOL__spaceStation_13.mtx,1613,11368,1,15,0.001631917,0.000632625,ok
VDOL__spaceStation_14.mtx,1636,11699,1,15,0.00177925,0.00088325,ok
VDOL__spaceStation_2.mtx,325,2816,1,14,0.00041925,0.000176125,ok
VDOL__spaceStation_3.mtx,463,2420,1,15,0.000316458,0.000145459,ok
VDOL__spaceStation_4.mtx,946,6545,1,15,0.000924625,0.000378167,ok
VDOL__spaceStation_5.mtx,1015,7322,1,15,0.001033042,0.000435042,ok
VDOL__spaceStation_6.mtx,1107,8484,1,15,0.001236209,0.0004795,ok
VDOL__spaceStation_7.mtx,1130,8806,1,15,0.00136125,0.0005265,ok
VDOL__spaceStation_8.mtx,1153,9146,1,15,0.001321791,0.000483542,ok
VDOL__spaceStation_9.mtx,1176,9504,1,15,0.001426542,0.0005355,ok
VDOL__tumorAntiAngiogenesis_1.mtx,205,830,0,0,0,0,skip(size)
VDOL__tumorAntiAngiogenesis_2.mtx,305,1258,1,13,0.000136416,9.0542e-5,ok
VDOL__tumorAntiAngiogenesis_3.mtx,410,1853,1,13,0.000185583,9.8375e-5,ok
VDOL__tumorAntiAngiogenesis_4.mtx,455,2160,1,13,0.0002205,0.000140459,ok
VDOL__tumorAntiAngiogenesis_5.mtx,460,2207,1,14,0.000225875,0.00013025,ok
VDOL__tumorAntiAngiogenesis_6.mtx,465,2258,1,13,0.0002275,0.000112334,ok
VDOL__tumorAntiAngiogenesis_7.mtx,475,2156,1,14,0.00022025,0.000134,ok
VDOL__tumorAntiAngiogenesis_8.mtx,490,2241,1,14,0.000222083,0.000181209,ok
VLSI__imagesensor.mtx,118341,451108,1,23,0.284672458,0.068635875,ok
VLSI__mosfet2.mtx,45210,304129,1,18,0.117923,0.034645375,ok
VLSI__nv1.mtx,74217,562756,1,18,0.231526083,0.055662417,ok
VLSI__power9.mtx,152256,580421,1,23,0.357269166,0.094968208,ok
VLSI__radiation.mtx,221517,1695976,1,17,1.246672666,0.393241708,ok
VLSI__ss1.mtx,110639,319216,1,25,0.106885375,0.053449,ok
VLSI__test1.mtx,390739,2952752,1,18,1.7506265,0.352916792,ok
VanVelzen__Zd_Jac2.mtx,22577,1636606,1,14,0.812385959,0.071985917,ok
VanVelzen__Zd_Jac2_db.mtx,10987,314552,1,15,0.057770667,0.011744875,ok
VanVelzen__Zd_Jac3.mtx,22682,1909880,1,14,0.948371958,0.086379833,ok
VanVelzen__Zd_Jac3_db.mtx,10987,335186,1,15,0.062111917,0.012333709,ok
VanVelzen__Zd_Jac6.mtx,22499,1705769,1,14,0.656348875,0.08561525,ok
VanVelzen__Zd_Jac6_db.mtx,10985,334351,1,15,0.060018584,0.012573167,ok
VanVelzen__std1_Jac2.mtx,21976,1239858,1,13,0.619502291,0.054005833,ok
VanVelzen__std1_Jac2_db.mtx,8898,196104,1,16,0.031300083,0.0075775,ok
VanVelzen__std1_Jac3.mtx,21978,1447019,1,14,0.548818458,0.068392917,ok
VanVelzen__std1_Jac3_db.mtx,8899,209466,1,17,0.032463,0.008519416,ok
Vavasis__av41092.mtx,41086,1269823,1,12,0.558871084,0.057520875,ok
Wang__swang1.mtx,3169,8836,1,25,0.001057625,0.001036375,ok
Wang__swang2.mtx,3169,8836,1,25,0.001061083,0.001062667,ok
Wang__wang1.mtx,2903,8095,1,22,0.001405708,0.001242833,ok
Wang__wang2.mtx,2903,8095,1,22,0.001436417,0.000998958,ok
Wang__wang3.mtx,26064,75552,1,25,0.015205,0.109028833,ok
Wang__wang4.mtx,26068,75564,1,25,0.014632792,0.011773875,ok
Watson__Baumann.mtx,112211,314110,1,26,0.128653584,0.057100334,ok
Watson__chem_master1.mtx,40401,80400,1,33,0.106872458,0.020583083,ok
Williams__cant.mtx,62208,1972466,1,14,0.774948916,0.109306666,ok
Williams__consph.mtx,79679,2963573,1,12,1.407448375,0.165856417,ok
Williams__cop20k_A.mtx,99843,1262244,1,16,0.448331792,0.074678291,ok
Williams__mac_econ_fwd500.mtx,204500,509333,1,18,0.162684292,0.062523375,ok
Williams__mc2depi.mtx,525825,1049088,1,42,0.362436583,0.460886459,ok
Williams__pdb1HYS.mtx,36417,2154174,1,12,1.096711875,0.087904083,ok
Williams__webbase-1M.mtx,93641,696780,1,22,0.215109875,0.060150459,ok
Wissgott__parabolic_fem.mtx,525825,1574400,1,37,0.567208542,0.531194666,ok
YZhou__circuit204.mtx,907,2312,1,18,0.000273834,0.000211625,ok
Zhao__Zhao1.mtx,33861,63286,1,29,0.015167209,0.0126625,ok
Zhao__Zhao2.mtx,33861,63286,1,29,0.015118208,0.013455291,ok
Zitney__extr1.mtx,2831,4639,1,18,0.000555125,0.000533417,ok
Zitney__extr1b.mtx,2831,4637,1,18,0.000546625,0.000541541,ok
Zitney__hydr1.mtx,3097,5732,1,17,0.000629959,0.000548625,ok
Zitney__hydr1c.mtx,3097,5695,1,18,0.000615667,0.00055925,ok
Zitney__radfr1.mtx,1048,12308,1,14,0.001925917,0.000567541,ok
Zitney__rdist1.mtx,4134,88303,1,14,0.015960042,0.004282416,ok
Zitney__rdist2.mtx,3198,53792,1,14,0.01372975,0.00243125,ok
Zitney__rdist3a.mtx,2398,52886,1,14,0.008497292,0.002102,ok
ks_synth__ba_m5_n1024.mtx,1024,5105,1,13,0.000867625,0.000289916,ok
ks_synth__ba_m5_n16384.mtx,16384,81905,1,13,0.028269,0.006208291,ok
ks_synth__ba_m5_n4096.mtx,4096,20465,1,13,0.004565375,0.001408458,ok
ks_synth__ba_m5_n65536.mtx,65536,327665,1,14,0.209880709,0.037694166,ok
ks_synth__er_c3_n1024.mtx,1024,10525,1,13,0.002722583,0.000673625,ok
ks_synth__er_c3_n16384.mtx,16384,239096,1,12,0.227985667,0.028542333,ok
ks_synth__er_c3_n4096.mtx,4096,50647,1,14,0.02299975,0.004664666,ok
ks_synth__er_c3_n65536.mtx,65536,1090210,1,13,1.837377166,0.177057583,ok
ks_synth__grid2d_n1024.mtx,1024,1984,1,23,0.000254791,0.000321834,ok
ks_synth__grid2d_n16384.mtx,16384,32512,1,31,0.004575125,0.007814625,ok
ks_synth__grid2d_n4096.mtx,4096,8064,1,27,0.000991958,0.001379208,ok
ks_synth__grid2d_n65536.mtx,65536,130560,1,35,0.101491875,0.031758916,ok
ks_synth__plc_m5_n1024.mtx,1024,5017,1,12,0.000849625,0.000270541,ok
ks_synth__plc_m5_n16384.mtx,16384,81368,1,13,0.032035667,0.007768208,ok
ks_synth__plc_m5_n4096.mtx,4096,20281,1,13,0.004554542,0.001221291,ok
ks_synth__sbm_k5_n1024.mtx,1024,10968,1,14,0.0021745,0.000638333,ok
ks_synth__sbm_k5_n16384.mtx,16384,2791075,1,11,2.209757167,0.1767415,ok
ks_synth__sbm_k5_n4096.mtx,4096,174247,1,12,0.065777042,0.009308291,ok
vanHeukelum__cage10.mtx,11397,69624,1,17,0.01932875,0.007075375,ok
vanHeukelum__cage11.mtx,39082,260320,1,17,0.115170333,0.031689625,ok
vanHeukelum__cage12.mtx,130228,951154,1,17,0.920764584,0.134200792,ok
vanHeukelum__cage13.mtx,445315,3517014,1,17,4.386146583,0.635813625,ok
vanHeukelum__cage5.mtx,37,98,0,0,0,0,skip(size)
vanHeukelum__cage6.mtx,93,346,0,0,0,0,skip(size)
vanHeukelum__cage7.mtx,340,1372,1,16,0.000206708,0.000118083,ok
vanHeukelum__cage8.mtx,1015,4994,1,16,0.000877542,0.0003515,ok
vanHeukelum__cage9.mtx,3534,19030,1,16,0.003985292,0.001441625,ok
